State,Year,Population,CO2
Virginia,1994,"6,593,139",75.95455552
Virginia,1995,"6,670,693",80.91186315
Virginia,1996,"6,750,884",78.80785694
Virginia,1997,"6,829,183",82.34720013
Virginia,1998,"6,900,918",80.01821779
Virginia,1999,"7,000,174",84.97171384
Virginia,2000,"7,078,515",86.22912024
Virginia,2001,"7,198,362",84.57030804
Virginia,2002,"7,286,873",79.63130863
Virginia,2003,"7,366,977",73.35414421
Virginia,2004,"7,475,575",75.10189967
Virginia,2005,"7,577,105",77.5657183
Virginia,2006,"7,673,725",79.2853575
Virginia,2007,"7,751,000",77.49459475
Virginia,2008,"7,833,496",82.8595082
Virginia,2009,"7,925,937",80.66856605
Virginia,2010,"8,001,024",78.34196868
Washington,1990,"4,903,043",76.63704716
Washington,1991,"5,025,624",103.4149575
Washington,1992,"5,160,757",95.6991439
Washington,1993,"5,278,842",97.61909041
Washington,1994,"5,375,161",98.40175378
Washington,1995,"5,481,027",106.012585
Washington,1996,"5,569,753",104.292783
Washington,1997,"5,674,747",106.9302323
Washington,1998,"5,769,562",110.653555
Washington,1999,"5,842,564",112.7143568
Washington,2000,"5,894,121",114.3432752
Washington,2001,"5,985,722",113.5401317
Washington,2002,"6,052,349",103.9880106
Washington,2003,"6,104,115",116.5325273
Washington,2004,"6,178,645",112.9124744
Washington,2005,"6,257,305",110.5699966
Washington,2006,"6,370,753",112.5395671
Washington,2007,"6,461,587",112.8571949
Washington,2008,"6,562,231",115.0400136
Washington,2009,"6,667,426",110.8623462
Washington,2010,"6,724,540",89.05837748
West Virginia,1990,"1,792,548",98.65573362
West Virginia,1991,"1,798,735",86.14002058
West Virginia,1992,"1,806,451",88.3195647
West Virginia,1993,"1,817,539",87.4709884
West Virginia,1994,"1,820,421",91.27464933
West Virginia,1995,"1,823,700",94.32383179
West Virginia,1996,"1,822,808",97.26231766
West Virginia,1997,"1,819,113",101.5154735
West Virginia,1998,"1,815,609",104.1573599
West Virginia,1999,"1,811,799",100.9536467
West Virginia,2000,"1,808,344",105.189776
West Virginia,2001,"1,801,481",107.1761232
West Virginia,2002,"1,805,414",105.180377
West Virginia,2003,"1,812,295",106.3570321
West Virginia,2004,"1,816,438",104.1421469
West Virginia,2005,"1,820,492",106.8270919
West Virginia,2006,"1,827,912",110.0154323
West Virginia,2007,"1,834,052",102.5159762
West Virginia,2008,"1,840,310",104.4735518
West Virginia,2009,"1,847,775",105.5936217
West Virginia,2010,"1,852,994",96.54112196
Wisconsin,1990,"4,904,562",99.1459092
Wisconsin,1991,"4,964,343",57.87940937
Wisconsin,1992,"5,025,398",56.09477146
Wisconsin,1993,"5,084,889",61.8037487
Wisconsin,1994,"5,133,678",58.99352194
Wisconsin,1995,"5,184,836",61.19497224
Wisconsin,1996,"5,229,986",58.86756102
Wisconsin,1997,"5,266,213",60.31903018
Wisconsin,1998,"5,297,672",59.77853662
Wisconsin,1999,"5,332,666",63.38215354
Wisconsin,2000,"5,363,675",61.92541363
Wisconsin,2001,"5,406,835",62.72897907
Wisconsin,2002,"5,445,162",63.00354795
Wisconsin,2003,"5,479,203",61.73130254
Wisconsin,2004,"5,514,026",63.40640948
Wisconsin,2005,"5,546,166",63.47774951
Wisconsin,2006,"5,577,655",62.77291617
Wisconsin,2007,"5,610,775",63.7047089
Wisconsin,2008,"5,640,996",66.14931118
Wisconsin,2009,"5,669,264",66.77825076
Wisconsin,2010,"5,686,986",63.57775218
Wyoming,1990,"453,690",64.81283741
Wyoming,1991,"459,260",
Wyoming,1992,"466,251",
Wyoming,1993,"473,081",
Wyoming,1994,"480,283",
Wyoming,1995,"485,160",
Wyoming,1996,"488,167",
Wyoming,1997,"489,451",
Wyoming,1998,"490,787",
Wyoming,1999,"491,780",
Wyoming,2000,"493,782",
Wyoming,2001,"494,657",
Wyoming,2002,"500,017",
Wyoming,2003,"503,453",
Wyoming,2004,"509,106",
Wyoming,2005,"514,157",
Wyoming,2006,"522,667",
Wyoming,2007,"534,876",
Wyoming,2008,"546,043",
Wyoming,2009,"559,851",
Wyoming,2010,"563,626",
